A/C,Source,G/F,units,0,20,40,50,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
Salto 15 H-101  ?? (31.2),IDA,31.2,m/s,,,,,,,0.75,0.62,0.62,0.64,0.68,0.73,0.8,0.87,0.95,1.04,1.14,1.24,1.34,1.46,1.58,1.73,1.88,2.03,2.2,2.37,2.56,2.75,2.93,3.14,,,
Salto H-101 (31.6),IDA,31.6,m/s,,,,,,,,0.92,0.72,0.73,0.76,0.8,0.86,0.93,1.01,1.1,1.2,1.32,1.44,1.57,1.7,1.84,1.99,2.15,2.34,2.53,2.74,2.96,,,,,
SB-10 (36.7),IDA,36.7,m/s,,,,,,,,,0.48,0.49,0.47,0.49,0.53,0.57,0.64,0.69,0.75,0.82,0.9,0.97,1.05,1.14,1.24,1.33,1.42,1.52,1.63,1.74,1.87,,,,
SB-11 (36.9),IDA,36.9,m/s,,,,,,,0.68,0.68,0.68,0.65,0.65,0.66,0.68,0.71,0.76,0.81,0.85,0.91,0.97,1.04,1.12,1.22,1.3,1.4,1.51,1.62,1.72,1.84,1.95,2.07,2.19,,
SB-12 (33.2),IDA,33.2,m/s,,,,,,,,0.63,0.6,0.6,0.62,0.65,0.69,0.73,0.78,0.84,0.91,0.99,1.09,1.2,1.31,1.43,1.55,1.68,1.83,1.98,2.15,2.36,2.61,2.91,3.24,,
SF 34 (36.1),IDA,36.1,m/s,,,,,,,,,0.9,0.84,0.83,0.84,0.86,0.9,0.95,1.03,1.11,1.19,1.3,1.41,1.54,1.67,1.8,1.93,2.09,2.23,2.4,2.54,,,,,
Skylark 3F  F43    (21.15),IDA,21.15,m/s,,,,,0.89,0.64,0.61,0.64,0.71,0.79,0.88,1,1.11,1.24,1.37,1.56,1.72,1.94,2.14,2.38,,,,,,,,,,,,,
Std Austria SH (25.85),IDA,25.85,m/s,,,,,,,,0.72,0.7,0.72,0.78,0.85,0.93,1,1.15,1.29,1.43,1.6,1.76,1.92,,,,,,,,,,,,,
Std Cirrus (30.6),IDA,30.6,m/s,,,,,,,0.67,0.64,0.64,0.66,0.7,0.73,0.77,0.81,0.9,0.99,1.07,1.18,1.3,1.42,1.56,1.65,1.82,1.95,2.11,2.27,2.43,2.59,2.77,2.95,3.14,3.33,3.59
Std Cirrus (30.6),IDA,30.6,knots,,,,,,,1.28,1.25,1.25,1.28,1.36,1.4,1.47,1.55,1.74,1.89,2.08,2.27,2.49,2.72,2.87,3.17,3.51,3.74,4.08,4.38,4.68,4.99,5.33,5.67,6.05,,
Std Libelle H-201 (29.1),IDA,29.1,m/s,,,,,,,,0.72,0.68,0.67,0.68,0.7,0.75,0.82,0.9,1.02,1.14,1.28,1.43,1.57,1.73,1.89,2.06,,,,,,,,,,
SZD51-1 - Junior (30.38),MD,30.38,m/s,,,,,,,0.67,0.66,0.65,0.7,0.7,0.75,0.8,0.85,0.9,1,1.1,1.2,1.3,1.45,1.65,1.75,1.9,2.1,2.3,2.45,2.65,2.8,3.2,3.4,3.8,,
SZD55 (52.08),MD,52.08,m/s,,,,,,,,,,0.9,0.8,0.75,0.74,0.76,0.78,0.8,0.83,0.86,0.89,0.92,0.95,0.99,1.05,1.13,1.21,1.3,1.4,1.5,1.6,1.7,1.8,,
Ventus A (35),IDA,35,m/s,,,,,,,,0.6,0.6,0.61,0.61,0.61,0.63,0.67,0.71,0.75,0.81,0.87,0.93,1,1.09,1.18,1.28,1.38,1.49,1.6,1.72,1.85,1.98,2.11,,,
Ventus A/16.6 (32.5),IDA,32.5,m/s,,,,,,,,0.55,0.53,0.54,0.56,0.59,0.61,0.66,0.72,0.8,0.85,0.93,1.01,1.1,1.19,1.29,1.4,1.5,1.6,1.72,1.84,1.97,2.1,2.23,2.37,2.51,
Ventus B (35),IDA,35,m/s,,,,,,,,0.63,0.58,0.59,0.6,0.63,0.66,0.68,0.72,0.76,0.82,0.88,0.94,1.02,1.11,1.23,1.33,1.45,1.57,1.69,1.8,1.93,2.05,2.16,2.27,,
Zigrogel lV (24.22),IDA,24.22,m/s,,,,,,1,0.7,0.74,0.8,0.84,0.91,0.98,1.06,1.14,1.22,1.33,1.46,1.61,1.74,1.93,,,,,,,,,,,,,
